text,label,stance
"Friendly reminder that the ""Gender Pay Gap"" is a myth. #SemST",1,feminist
Staying well informed on sexual violence in the news is important yet often leaves me ranting at screen. #rapeculture #SemST,2,feminist
Why don't you love me Twitter #SemST,0,feminist
".@cooImemegirl Feminists believe mothers should have a say over the father's body, his job, and his money. #SemST",1,feminist
"Feminists saying they are ""atheists/skeptics"" is quite a contradiction as they worship their own vulva.   #GamerGate #SemST",1,feminist
I'm blocked by 4 of the most frequent posters on #YesAllWomen. 2 of which I've never even debated with. Can't handle facts  #SemST,1,feminist
"@user @user Well you are right, its pointless for you to try. Youre still an example of why there are #SemST",0,feminist
"It is not up to you to contemplate getting fired, feminists WILL get you fired @user @user  #GamerGate  #SemST",1,feminist
"You are not penetrating our vaginas, we,  WE ARE ENGULFING YOUR PENISES!  #insideamyschumer #SemST",2,feminist
The statistics show that male victims of rape are more likely to be straight than gay. #SemST,0,feminist
Women in Hollywood are still getting paid less. It is 2015. #SemST,2,feminist
texting my bf telling him to shave today so i find him optimally bangable next time i see him #SemST,1,feminist
"IF FEMINISTS WERE HONEST  ""Be careful, if you use logic in this conversation I will somehow drag it into rape""  #SemST",1,feminist
Feminism is nothing more than a cult that closes ranks whenever someone dares question them. #SemST,1,feminist
"'Half victims, half accomplices, like everyone else' Simone De Beavoir #SemST",0,feminist
I won't complain about equal rep of girls in gaming. Princess Peach & Zelda are kick-ass women. Samus is a beast. Hello! #gaming #SemST,2,feminist
"Towie catchup, totally agree with ferne #TOWIE #SemST",0,feminist
"Im sorry if you going to be with me and call me ""you women"" like im a cadigory ill probably but boot out the door #SemST",2,feminist
It's not about making women stronger. Women are already strong. It's about changing the way the world perceives that strength ! #SemST,2,feminist
FINALLY A WOMEN RUNNING FOR PRESIDENT #SemST,2,feminist
"I'm honestly surprised that feminist extremists like @user aren't screaming ""sexist!!"" at gay men. #SemST",1,feminist
Just been putting the finishing touches to a feminist-themed cryptic crossword... Standard. #crosswords #SemST,2,feminist
Abusive Misogynist  @user whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen #SemST,2,feminist
Seriously can't believe they gave the women heat breaks and not the men #Wimbledon #SemST,1,feminist
Charlotte Church interviewing Pussy Riot at #Glasto2015 #fuckyeahglasto #SemST,0,feminist
I can't believe some of the reasons people say they need feminism. I need my dog for half of the same reasons.  #antifeminist #SemST,1,feminist
I love that girl @user on @user What the hell @user Way to diminish women's soccer #USWNT #SemST,2,feminist
@user @user the fact you asked someone you blocked If they were now happy.....#SpankAFeminist #SemST,1,feminist
At the WGSS Discussion Forum at #alaac15. Love these librarians! #fuckyeahlibrarians #SemST,0,feminist
Because young girls are told not to be raped instead of telling boys not to rape #SemST,2,feminist
RT @user I support whatever team buck supports #truefan #socceroos #bodypositive #SemST,0,feminist
.@brigadam @user The child could be seized for adoption to prolife couples or raised by mom alone - no $$. #SemST,0,feminist
"@user Do realise that you've painted all ""men"" with the same brush. So ""wilfully ignorant"" could be used to describe you #fail #SemST",1,feminist
"If we have equality women wouldn't be expected to submit to the ""traditions"" of marriage. #genderequality #SemST",2,feminist
"Their other complaints are just fake shit they made up, this on the other hand is amazingly controlling and entitled 2/ #SemST",1,feminist
RT @user Nothing like dudes joking about molesting me right to my face... #SemST,2,feminist
They don't call it MALE-volent for no reason #SemST,2,feminist
They want equality but what they're doing is overpowering men. #feminazi #SemST,1,feminist
so i guess the new definition of ugly is believing in equal rights... LET ME BE UGLY THEN #SemST,2,feminist
I just yelled at my boyfriend for trying to let me win for Mortal Kombat X. #SemST,2,feminist
Feminists spread misandry. Always try two  create gender conflicts.   #FeminismIsCruelty #dontmancriminate #SemST,1,feminist
im a strong independent black woman who don't need no daddy #lol #girlpower #SemST,2,feminist
@user yeah! I don't need feminism as I like it when my boyfriend chips in on food shops.Also I am too pretty.obvs #SemST,1,feminist
".@brigadam @user You just made the best case against feminist ""equality"" ever! Fuck feminism! #SemST",1,feminist
"@user @user @user ""running your dick sucker"" yes because THAT is the purpose of your mouth lol #SemST",1,feminist
"I guess crying over a NHL player is better/safer than getting violent over one, right? #Saad #Blackhawks #SemST",1,feminist
Lol what's so ugly about wanting to be equal? #SemST,2,feminist
"So, I'm following @user lead & embracing the term #badfeminist. I'm too far from perfect and still learning. #SemST",2,feminist
.@diistantecho Your wee sister believes in both Santa Claus and feminism. Think harder about what that means. #SemST,1,feminist
were even is the clifford on a Virginia? #stophidingit #SemST,0,feminist
The problem with liberals' tolerance is that it is only extended to those who agree with them #tcot #SemST,0,feminist
Just give me the attention you never gave anyone else. #ExtremeRules #NepalEarthquake #FreddieGray #RHOAReunion #SemST,0,feminist
Do you know the difference between Activism and Advocacy? #SDG #youthdevelopment #SemST,1,feminist
"Old, insecure females forcing hatred of men on a younger generation of women #SemST",1,feminist
Cat Pt. 2: Today I found my cat is a feminist. #cat #feminist #kindofanokstory #life #SemST,1,feminist
"@user @user hes lyin to u maam, u can see thru this transparent asshat. just call him a moron u no u wanna do it #SemST",1,feminist
"Because heckling #YesAllWomen & screaming ""LOOK AT ME!"" all day is an excellent way to show us you are a serious individual  #SemST",1,feminist
@user You need feminism more than you need anything else in your life. You couldn't survive or speak w/o it. #SemST,2,feminist
Want revenge for being a slut?  Cry rape.  Then lie to the world and carry a mattress with you.  #rape #UglyFeminist #SemST,1,feminist
I don't understand how the concept of a male being a feminist doesn't get in some peoples heads. Equality? Anyone? #feminist #SemST,2,feminist
"If I had a dollar for every #Feminist I've wanted to kick in the shin, I could retire and shitpost on twitter all day. #SemST",1,feminist
The queen won the royalty race not the king or prince #SemST,2,feminist
"I like how rape is one of the most under reported crimes, but the unreported incidents are usually females raping males. But hey. #SemST",1,feminist
feminist: *says something about women to be treated as equal human beings*  some asshole: you're ugly  wow nice okay lmao  #SemST,1,feminist
"@user she lied you idiot, it's a fact & the reason that you won't acknowledge those facts is also the reason why #SemST",0,feminist
It's not just #Matildas that get paid less than their male counterparts... It's all women's sports- and in fact all women #SemST,2,feminist
.@MyRainbowNinja @user This farm is fucking disgusting. #SemST,0,feminist
"@user This lady on yt is right, Radical feminist have the loudest voices while normal,logical feminist are being outspoken. #SemST",2,feminist
Why is it bad for the Garrick Club to be men only but not bad for my gym to have a women only room? #Hypocrites #SemST,1,feminist
you know what's ugly? can't going out with a short skirt without being judged #SemST,2,feminist
"IF FEMINISTS WERE HONEST ""Be careful, don't say 3rd world women suffer more or I will say you are a rapist"" #GamerGate #SemST",1,feminist
A vote by a woman is a wasted vote @user @user #SemST,1,feminist
when you get sexually harassed twice  #SemST,2,feminist
"MRAs just tried to ""enlighten"" me, which went about as well as the flight of the Hindenburg. #SemST",2,feminist
"Starting to compile evidence for blog post, how modern feminism shares the same traits as the Nazi propaganda #antifeminism #SemST",1,feminist
@user @user @user feminists want special right not equal right. Don't b a feminist #feministcruelty #SemST,1,feminist
"I take some solace in knowing that, at least, it means they don't know who that useless hack is... @user  #SemST",0,feminist
Never settle for anything less than your are worth. #SemST,1,feminist
"Being raised by a feminist in rotting, soiled clothes - ""I'm not your slave! #SemST",1,feminist
Girls don't wanna go to the strip with their bfs but beg him to go see Magic Mike XXL with them. #SemST,1,feminist
"Men don't have a right to talk over you, you're voice is important, you are a goddess and don't deserve to be silenced #SemST",2,feminist
"Feminism on twitter is the black hole of human intelligence, just like creationism.  #GamerGate #SemST",1,feminist
So if I find a woman attractive I'm an objectifying pig. If I don't find her attractive I'm a shallow pig. #SemST,1,feminist
Radios r filled with feminist and rape propaganda. Feminism is alive n well in Malaysia. Their rape guilt tactics won't silence me #SemST,1,feminist
@user exactly women are so weak and incapable the sight of one in a slim skin is giving them an attack of the vapours #SemST,1,feminist
Feminism is a fashionable form of narcissism because personal trauma & personal retribution is what drives feminists. #SemST,1,feminist
Women's rights are #humanrights! Join the #CPDvoices twitter rally at 3pm ET if you agree! #CPD48 #SemST,2,feminist
"Men can no longer look at women's boobs, tattoos, or even look them in the eyes.  Soon: mandatory castration for all males. #SemST",1,feminist
Feminists don't even understand what feminism is. #SemST,1,feminist
@user women don't need to shave. #SemST,2,feminist
feminist response people wearing meninist clothes-  mock them or call them derogatory names? NOT A HATE GROUP ??? #SemST,1,feminist
"Hey first-world country white women bitching about gender inequality, you're going to be fine #killallmen #SemST",1,feminist
"Me (in jest): It's a man's world, y'know. Kaitlyn: I'll blow up the world then.  #SemST",2,feminist
@user why r u on twitter get back in the kitchen #feminist #feminazi #powertowomen #Equality #SemST,1,feminist
"Full of #narcissism and self-loathing, a lot of women out there like that. Its got sod all to do with #WrightStuff #WolfWhistling #SemST",1,feminist
"@user Feminists, go to the gym, lose some weight and stop to blame society for everything #SemST",1,feminist
"Meritocracy is only oppressive against the incompetent - if you believe it's sexist, YOU are the sexist one #therealkind #SemST",1,feminist
All I need in this life of sin is me and my girlfriend #SemST,0,feminist
"You want to hear something really ugly, 1 in 5 women will be sexually assaulted in their time in college #MisogynyIsUgly #SemST",2,feminist
It is not a woman's place to be made to feel uncomfortable walking down the street. #PoppySmart #SemST,2,feminist
Why is Paul Elam not one of the most hated men alive right now!? #feminist #SemST,2,feminist
@user @user @user @user @user @user  FEEL decides who get support.  #SemST,0,feminist
"Spanish Civil War publishing cookbooks & author gender points to women's lack of access to education, ind wealth #osfc15 #SemST",1,feminist
"@user feminism does not equal woman's rights. Feminism is about vaulting one gender over another, NOT equality. #SemST",1,feminist
"All the people who support abortion, to bad their parents didn't practice that ""right""  #YesAllWomen #UniteBlue #SemST",1,feminist
I'm all for feminism but I can't stand the female entitlement and sense of over worth the popular culture presents.   #Meninist #SemST,1,feminist
"If masculinity is toxic, then I must be a nuclear waste facility. #gamergate #dumbfeminist #SemST",1,feminist
@user 'look we can discuss sexism in survival situations when I get back' #jurassicworld #SemST,0,feminist
Recenter your world. Be the captain of your ship. The author of your life story. #SemST,0,feminist
"@user Slut is a word made to degrade women, we shouldn't degrade anyone - it's their body's they can do what they like #SemST",2,feminist
DEAR FEMINISTS  Why don't you expel the man-haters poisoning your feminism?  Why  you admire them?   #GamerGate #NotY... #SemST,1,feminist
@user Tell @user to stop speaking about women is such a belittling manner. You should NEVER lie to women. #Equality #asshole #SemST,2,feminist
@user @user @user @user @user I have to stop tweeting now cause @user wants his tea making. #SemST,0,feminist
Upload sexually provocative pics up for all to see. But if someone you aren't attracted to looks it's harassment? Right #SemST,1,feminist
"@user @user Then there's the added level of irony: Their chosen figureheads: Not really ""body positive"" amirite? #SemST",1,feminist
DEAR FEMINIST SUPPORTERS People like you with your endless concessions to feminists just prevent their accountability. #SemST,1,feminist
"A ""Strong Feminist"" on Twitter is measured by how much she can type without thinking first. (then delete) #GamerGate #SemST",1,feminist
"@user nope, no more adultery now than 100 years ago or 600 years ago. Sorry facts don't fit your narrative. #prochoice #SemST",0,feminist
"Men that want ""credit"" from women for being feminists are not feminists at all.  They're just men wanting more privileges #vaw #p2 #SemST",2,feminist
"All men accused of rape should be immediately castrated, no questions asked. #RapeCulture #HeForShe #SemST",2,feminist
All I'm doing is reading GG tweets and getting angrier. Fuuuuuuuuuuuck men are privileged.  Time for bed. #FeminismIsAwfullyGreat #SemST,2,feminist
"Grr! That subject is not allowed to be joked about! - Typical Feminist, regarding every topic of humor #SpankAFeminist #SemST",1,feminist
Why do girls/women spend so much time to be pretty and attractive and then complain if they're reduced to a sex symbol? #SemST,1,feminist
@user @user why not she's clearly a part of the squad females can't be with guys without being looked at as a hoe #SemST,2,feminist
Men are dirty & evil yet feminism is happy to take their money via the state in a form of collective prostitution. #SemST,1,feminist
@user @user Innocent men should NOT be convicted of domestic violence! #SayNoToFeminism #SemST,1,feminist
@user nah bitch I'm a fucking savage obviously . You just gonna suck dick and make sandwiches for some man who beats you daily #SemST,1,feminist
"@user Young man, stop wearing your sister's clothes and makeup. You look ridiculous. #SpankAFeminist #SemST",1,feminist
"son, you can't slut shame a female for having nudes and jerk off to the same nudes at night. you ain't right. #smh #SemST",2,feminist
I get a lot of shit for saying boobs are sexual. I'm sorry you call me ignorant all you want but its true #freethenippple #boobs #SemST,1,feminist
The meaning of peace is the absence of opposition to socialism. #GamerGate #SemST,0,feminist
@user my hat is seriously off to all those who made Beijing such a breakthrough. We don't say thank you enough! #womensrights #SemST,2,feminist
RT @user @user @user @user @user this is a typical example of #misandry and #Scrap498a #498a #fakecases... #SemST,0,feminist
When is it ok for a married 49-year-old CEO to use his power and influence to shag his 22-year-old intern? #AskHillary #SemST,2,feminist
Hate when girls turn into bitches because a guy tells them they look good without make up... THATS A COMPLIMENT ?!!??!???? #SemST,1,feminist
I need feminism because broken idealogies need defending just as much as functioning ones. #cryingalready #DeathNote #SemST,2,feminist
"RULES TO LIVE BY  Seek logic in things, even if it looks like a waste of time, including feminism.   #GamerGate #SemST",1,feminist
MyVagina kicked the Shit out of HisCock / #SemST,1,feminist
"The most upsetting of all of these however, was when I was greeted with shock and disgust for the fact I have ambition and #SemST",2,feminist
"hooks says that we continue,even though it's hard and causes pain, because of those people we look to #whatawoman #bellhooks #love #SemST",2,feminist
I am obsessed with becoming a woman comfortable in her skin.  Sandra Cisneros #latinx #woc #SemST,2,feminist
Ashamed of my fellow man. Making pigs of ourselves at every given opportunity.  #feminist #ashamed #SemST,1,feminist
"Women don't make 75% less than men for the same job. Women, on average, make less then men. Look it up feminazis. #EqualPayDay #SemST",1,feminist
feminists be like: don' judge a book by its cover! unless the cover is a straight white male. #SemST,1,feminist
@user ARE YOU SAYING ALL GIRLS ARE SENSITIVE BECAUSE OF GENDER ROLES? YOU SEXIST SWINE #SemST,2,feminist
@user why does someone not create a female festival celebrating women?! Surely it's a no brainer! #art #music #history #SemST,2,feminist
The majority of anti-abortion leaders are men and none of them will ever be pregnant.  #genderequity #SemST,1,feminist
Women in STEM is imaginary motivation with low conversion numbers. A waste of money on natural quitters.  #GamerGate  #SemST,1,feminist
#FSURHET protip. MAYBE familiarize yourself with recent trending topics....#Meninist #BlackLivesMatter #BaltimoreRiots #SemST,0,feminist
Pussy Riot: A Punk Prayer  I highly suggest you watch it. Such an amazing documentary. #SemST,2,feminist
Gotta love the respect feminists give to those that don't wanna be a feminist (note the sarcasm) #IDontNeedFeminism #SemST,1,feminist
if your feminism is sex worker exclusive or trans exclusive I want no part in it. #intersectionality #SemST,1,feminist
"@user am not stopping your FOE on ur own TL,if u notice;was encouraging u to post topics I'm interested in on my TL #VAW #SemST",0,feminist
@user @user @user i don't ever need a man #YesAllWomen #SemST,2,feminist
.@cooImemegirl @user So what? It is a man's choice whether he wants to breast feed his children. #SemST,0,feminist
Now Harry is arguing with Dead Girl's father about whose job it is to kill the RapeMurdering villain. #Horns #SemST,0,feminist
i wish people would understand that true feminists want equality for everyone (even men) not just girls . #SemST,2,feminist
"Hey fellow Feminists, we need to fight back against this ridiculous war-glorifying that celebrates #men.  #Triggered #Transpatriot #SemST",1,feminist
@user Don't worry about all these feminists. Any press is good press. I will be ordering products. soon. #SemST,1,feminist
@user Most feminists don't know what they are fighting for?! Most ego maniac's who want they're 15 minutes of fame. #c4news #SemST,1,feminist
"Stupid Feminists, the civilization you take for granted was built with the labour, blood sweat and tears of men. #SemST",1,feminist
hey @user stop teiggering me with ur man gap on the bus i will fight the patriarchy until ur in jail. ty #Equality2015 #SemST,2,feminist
Kwink884 thewtfmagazine gamers are fatophobes. ever notice there are no morbidly obese characters in video games? #GamerGate #Not... #SemST,0,feminist
@user literally you are so on point about the male gaze and BS about fake nerd girls #SemST,1,feminist
I'm not sure my schadenfreudes can stand this much tickling. @user @user  #SemST,0,feminist
"Meredith giving Don crap was great,but HOLY CRAP PEGGY. No spoilers, but DAMN was it a great scene. #Peggy #MadMen #SemST",0,feminist
@user eat a pus or somethin lozer #SemST,0,feminist
#Feminists: calling other people bad names won't turn them into feminists.You're shooting yourselves in the foot. #sexism #antiSJW #SemST,1,feminist
The moment you know you've won as a wife.  You put out and he gets up to make his own sandwich. #winning #yvrmoms #funny #joke #SemST,2,feminist
"Wanna hear the two funniest words in the English language right now?  Feminist fellowship.   Geddit? Fell, ow, ship?   #SemST",1,feminist
"*sigh* One small step back for women, one giant leap forward for lonely perverts. #ChrissyTeigen #SemST",1,feminist
"There is one more basic cause [of the abuse of women], and that is that, in general, men don't give a damn. (Jimmy Carter) #SemST",1,feminist
".@johnny_nimble @user @user ""Equality"": a term used by feminists to poorly hide supremacist agendas. #SemST",1,feminist
Shut up and go back to the kitchen bitch #SemST,1,feminist
WTF LITEraL FUCK AM I EVAN SSEING THIS THING ABOUT. #SemST,0,feminist
Pope Francis: Christians should support equal pay for equal work #popefrancis #worldnews #society #women #SemST,2,feminist
#WeNeedFeminism because #YesAllWomen simply do not get the same level of respect that I get as a man. #HeForShe #SemST,2,feminist
I do not wish for #Women to have power over #Men but over themselves. #Milan #KnockKnock #PAK_Army #PTIFamily #SemST,2,feminist
So you support unequal pricing based on gender @user  Don't you normally call that sexism?  #EqualPayDay #SemST,2,feminist
"Petition for journalists to stop using ""man up"" when they mean ""demonstrate resilience and mental toughness #SemST",2,feminist
Elizabeth Cady Stanton did not die so you could get upset about fuckbois that don't text back #SemST,2,feminist
@user does a vegan diet make you immortal? either way we're all gonna die #SemST,0,feminist
This #MaritalRape law if misused dont give any scope to men to prove their innocence.Even honest men can be trapped & slaughtered. #SemST,1,feminist
"The only reason, I stopped at each entrance in #walkingstreet is to have a #LawOfAttraction #viewpoint #dailydevotional #SemST",0,feminist
Anita #Sarkeesian - living the damsel in distress trope. #SemST,1,feminist
"@user Wow. A threat of violence from a feminist, when I've been nothing but polite. I might report this . . . #SemST",1,feminist
#SignsYoureInTheUSA You are attacked by feminists who labels you the patriarchy for cooking sunny side up eggs  #SemST,1,feminist
I am really proud to be a @user and I want to thank @user for being such a powerful feminist #HeForShe #SemST,2,feminist
i have autocorrect switched off smh i dnt need u im independent #SemST,0,feminist
I have noticed that you never see any really beautiful feminists. I wonder why? #SemST,1,feminist
"We teach the young rubbernormative messages about how they ""should"" use condoms, as if rawdogging is somehow wrong #teamnocondom #SemST",0,feminist
Really interesting debate about whether men can also be feminists #BSCConf15 #criminology #SemST,1,feminist
"Every time I was told I was bossy rather than assertive I took it as a compliment, #SemST",2,feminist
"RT gamergatenews: RT CaptHaddock83: Ha Ha hilarious! #Feminists desending on #SpankAFeminist like mad harpies, #SJWs #game... #SemST",1,feminist
"For all y'all who only pay attention to men's sports, something fairly important is happening now with USA women's soccer #SemST",1,feminist
Rethink your beach clothes. Bc it may oppress some people!! #thisoppresseswomen #SemST,1,feminist
Ok armchair feminists got their panties wet. If you're a social justice warrior go out and do something. Get off tumblr.  #SemST,1,feminist
I don't buy a dress that I can't completely zip up and fasten on my own. #SemST,0,feminist
"@user Actually, the tag was made by feminists so they can narcissistically post selfies to prove they're not ugly. #SemST",1,feminist
"@user Thank you, #progressive-minded pursuers of familial and societal Dystopia. #Democrats #Liberals #SemST",0,feminist
"RT @user Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old. #SemST",2,feminist
Thanks to the work of people like @user they are not only helping women but helping the whole of society #SemST,2,feminist
"#SharkRocket ""Real People, Real Results"" commercial only includes women - So, men don't vacuum? #NotBuyingIt #SemST",1,feminist
"@user What a load of crap. Dressing appropriately for the office is ""sexist""? Grow up. #YesAllWomen #SemST",2,feminist
This feminist supports gender equality because some people believe a woman's value lies in her physical beauty. #SemST,2,feminist
"my coworker called me gay because i didn't stare at these girls who came in, SORRY but i respect women and this is why i need #SemST",2,feminist
It's funny how the #government wants to fix the #gay problems but what about the straight people problems #SemST,0,feminist
Multiple abortions means Feminists are not using the contraceptives THEY THEMSELVES demanded.  #GamerGate #SemST,1,feminist
WOW.  Why is gay marriage legal but LESBIAN marriage isn't?!  WHAT THE FUCK @user FIX THIS NOW #SemST,0,feminist
@user @user  Very nice work. I'm happy to hear your autistic friend is able to express himself this way #SemST,0,feminist
"#SingleBecause I refuse to be man's 'other' and bcs I want to be my full self, bcs I want a feminist man, who's a man's man. #SemST",2,feminist
Tumblr made me slightly transphobic and misogynistic. #Tumblr #SemST,0,feminist
"@user @user @user @user Mind your own business, cunt.     Did the batteries in your BOB die? #SemST",1,feminist
To men who make contact with women thinking they are owed a response #patriarchy #SemST,2,feminist
"RT @user ""We have a lot of healing to do""- Rosie Rocha-Martinez #confuerzacollective #chicanaherstory #kpfk #SemST",1,feminist
"there's someone once told me - girls have to be quiet -, i've told him: really? . and i never been quiet since then. #SemST",1,feminist
stop with the male animators we want female animators  #SemST,2,feminist
@user Car women will as well. #SemST,1,feminist
Selective listening a #character trait of convenience #feminists #SemST,1,feminist
"I only ever see ""meritocracy is a myth"" being pushed by people with no skills trying to buddy-buddy their way to the top. Hmm. #SemST",0,feminist
I believe that every women should have their own rights!! #SemST,2,feminist
@user and the sad part is they dont they hate people with their own thought experiences and worse of all voice #SemST,1,feminist
"#LikeAFeminist I think any woman who doesn't identify as a feminist has ""internalised misogyny #SemST",2,feminist
"People say I'm a bit young to be into politics. But honestly, I just stand for what I believe in. #MarriageEquaility #coexist #SemST",0,feminist
"I am not free while any woman is unfree, even when her shackles are very different from my own Audre Lorde #feminist #SemST",2,feminist
I think if Australia had a female PM n female majority MPs #MarriageEquaility would be legal here now #auspol #SemST,2,feminist
"A quote from mother about being a woman: ""We really got it shit didn't we?"" Aye. Bring on fourth wave feminism! #4thwavefeminism #SemST",1,feminist
Thought that goes through my mind on a regular basis: would you have said that to me if I was a man? #SemST,2,feminist
"don't let anyone else's perception of you define you or your beliefs, and don't feel you have to justify your own worth #SemST",2,feminist
@user YES girl you can put almost anything in that joint #Islam #SemST,0,feminist
@user good thing youre not pretty as fuck and im not tryna to slay!! #SemST,1,feminist
Congratulations to America for overcoming 1 battle for #equality. Now let's have women&all races treated equally #AllLivesMatter #SemST,2,feminist
Lehi high school is my favorite school due to @user ps yo gleaves hit me up  #MondayMotivation #WhatAreYouAfraidOf #SemST,0,feminist
"Well maybe if more men learned to take ""no"" as an answer, women wouldn't have to say as much #fnm231 #SemST",2,feminist
I'm glad I was able to raise my kids n a time when my educated mothering decisions for my family were not vilified. #nonvaxxerhere #SemST,1,feminist
"For Us, By Us: These Apps Are What Happens When Girls #HackForGirlsRights via @user #girlsintechht.../buff.ly/1HHhM18 #SemST",2,feminist
"It is not enough to help someone, or a group,  you have to do it in the name of . #identitypolitics  #SpankAFeminist #SemST",1,feminist
Kristen Stewart: 'Hollywood is disgustingly sexist' #kristenstewart #cloudsofsilsmaria #culture #women #SemST,2,feminist
@user oh the irony of a radfem accusing others of low self-esteem. #GamerGate #SemST,1,feminist
"@user To paraphrase Friedan, the more a drive is deprived of data, the more its data will expand to fill the space. #1960s #SemST",0,feminist
Storey's Song of the Day: To love somebody (BeeGees); topic of the day: Feminism in cultural theory. I love this class. #BeeGees #SemST,1,feminist
@user @user @user Disgusted to see you were selling DVDs of 'Fifty Shades of Grey in your Chillingham Road branch #SemST,0,feminist
.@cooImemegirl @user Women don't understand men's plight and so shouldn't force men into fatherhood w/o consent. #SemST,1,feminist
"M: FEMINISTS NEED TO GROWA SENSE OF HUMOR W: Okay. (sips from ""Male Tears"" mug) M: AAIGH!  MISANDREEEEEEEEEEE  #YesAllWomen #SemST",1,feminist
"@user The Mito Eve model does not explicit prove 1 ancestor, it narrows down similarities to a matter of a degree... #SemST",0,feminist
@user  @user @user guy from 'beach body ready' advert being interviewed.Conclusion=arrogant male chauvinist idiot #SemST,2,feminist
@user @user @user It should be considered a hate crime if someone makes a threat against a woman. #SemST,2,feminist
Umrao Jaan Ada- a story of not just a life or prostitute but of poise and poesy.  #WOMANPOWER #SemST,2,feminist
@user @user @user It's an attempt at a @user parody. #ProteinWorld #BaltimoreRiots #socialism #SemST,0,feminist
"@user Pretty sure most of us are A-okay without having her on our team. And it's aaaalll about #choice, anyway. #feminists #SemST",1,feminist
.@Awyee707 I respect your truck-suck. Why do you not respect girls' innate or chosen doll-love? #SemST,2,feminist
@user is the UK's answer to @user and @user #GamerGate #SemST,1,feminist
Feminism is Radical Islam painted in pink.   #GamerGate #SemST,1,feminist
"@user though I'm not a girl so maybe I'm not  qualified to comment on women's issues, according to #SemST",1,feminist
if women didn't have double standards then they would have no standards. #MagicMikeXXL #YesAllWomen #SemST,1,feminist
"RT mojibakemono: I'm going to take a nap, I'll follow everyone back when I wake up #OpSKYNET #GamerGate #NotYourShield #SemST",1,feminist
Your physical appearance doesn't define your worth.People should be heard whether theyre conventionally attractive or not. #SemST,2,feminist
I think it's okay for a woman to take a mans name if she wants to. #genderequality #SemST,2,feminist
Misogynist abuser @user whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen #SemST,2,feminist
The basic principle of the universe is INFORMATION. Literally everything is information in one form or another. #antifeminism #SemST,1,feminist
I will say it again: only a low self esteem person will be oppressed by bikini/models ads. Get help #SemST,1,feminist
@user they make me smile :) #SemST,1,feminist
#YesAllWomen should know how to protect herself. Which is why I carry a gun. #republicanvalues #SemST,2,feminist
.@TheActualSarah The UK is considering abolishing prisons for women completely because crime is a man's fault. #SemST,1,feminist
".@nycinterlude Don't worry, honey. Intelligence is a roadblock to full, unquestioning faith in feminism. Bleated be! #SemST",1,feminist
"History is ""his story;"" we need ""her story"" too! #SemST",2,feminist
Anti feminism - because being a good person isn't for everybody. #SemST,1,feminist
Some feminist's would shut down the entire global porn industry & put millions on benefits/welfare & not even care #SemST,1,feminist
"The representation goal of Feminism has gone from  ""Invent more female characters""  to  ""Replace all male characters #SemST",1,feminist
"@user @user how about ""Maura & Tucker in the morning"" #equality #seniority #SemST",2,feminist
Ruth_Blane: _AnAvgJoe_: RT Ruth_Blane: Ruth_Blane: Ruth_Blane: Ruth_Blane: ReverseDowry: RT manojmane: Take this !! #Feminazi #sc... #SemST,1,feminist
"DEAR FEMINISTS IN GAMING  Respect is earned with hard work, not playing the victim.  #GamerGate #SemST",1,feminist
Beauty is in the eye of the goat. #AddGoatRuinAQuote #beauty #BodyImage #SemST,1,feminist
@user listen well I'm ready to tell about a need that I cannot deny #hsmsong  #SemST,0,feminist
People who call themselves beautiful are really the ugliest. #deep #edgy #Philosophy #BaltimoreRiots #Baltimore #SemST,0,feminist
"Wives who dislike cooking mk husbands diet, saying they'll stay fit Actually they want to avoid cooking ;) MCP #WomensProgress2015 #SemST",2,feminist
"@user Dear god, you are fat. #SemST",0,feminist
"People think because I'm a feminist I hate men. No I'm a feminist, I believe in equality for all. #EqualityForAll #SemST",2,feminist
Great to see singer turned activist @user on the stage to interview @user #Glastonbury #glasto #charlottechurch #SemST,2,feminist
"I've removed the term #feminist from by bio because racist, transphobic, white feminists have fucked it up for everyone. #SemST",1,feminist
I shouldn't have to be holding a man's hand to be left alone on the street.  #catcalling #streetharassment #equality #SemST,2,feminist
Women are not going to be equal outside the home until men are equal in it-- Gloria Steinem  #women #men #SemST,2,feminist
Whether you label yourself a feminist or not I think it's important that we address equal rights.-Taylor Swift. #SemST,2,feminist
@user let's be pretty and put our tits on full display and then get pissed when people look. #logic #wtf #SemST,1,feminist
Last week a man made a U turn and drove the wrong way on a one way street to tell me about my body.  #catcalling #streetharassment #SemST,2,feminist
Can't find it in me to be friends with people who throw around the word 'slut' or judge women for being sexual beings. #Equality #SemST,1,feminist
"What a great accomplishment #marriageequality , too bad it still sucks to be black or a woman in America. #racism #truthbomb #SemST",2,feminist
Shhhh! @user can't you see @user is bragging? Even feminists have the right to be bitches... #GamerGate #SemST,2,feminist
@user @user You compared playing with dolls to a violent disposition. Two very different things. #GamerGate #SemST,0,feminist
@user Family Court is not a court. It is INQUISITION. #FEMINAZIS #SemST,1,feminist
Today we watch the United States Supreme Court. #SemST,0,feminist
".@Rod_McCallum You're 55yrs out-of-date. I thought you could be more interesting, but you're just old news, bored now. Bye #SemST",0,feminist
